id;iterations;dim;time;checksum;seed
reference/popc-bitwise;100;32768;320.446;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;10000;2048;36.2895;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;10000;2048;36.3024;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;10000;2048;36.2939;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;10000;2048;36.3661;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;10000;2048;36.3148;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;10000;2048;36.3141;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;10000;2048;36.3223;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;10000;2048;36.3299;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;10000;2048;36.3159;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;10000;2048;36.3369;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/sota-adder;1000;4096;6.88624;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;4096;6.89062;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;4096;6.8887;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;4096;6.88099;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;4096;6.88698;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;4096;6.88314;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;4096;6.88387;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;4096;6.88573;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;4096;6.89152;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;4096;6.88682;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/sota-adder;1000;8192;27.5028;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;1000;8192;27.5627;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;1000;8192;27.5374;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;1000;8192;27.5691;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;1000;8192;27.5599;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;1000;8192;27.5455;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;1000;8192;27.5697;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;1000;8192;27.5618;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;1000;8192;27.5551;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;1000;8192;27.5523;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/sota-adder;100;16384;9.82326;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;16384;9.82934;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;16384;9.84387;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;16384;9.82227;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;16384;9.84493;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;16384;9.84595;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;16384;9.82298;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;16384;9.83018;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;16384;9.82704;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;16384;9.83194;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/sota-adder;100;32768;39.1939;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;100;32768;39.1873;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;100;32768;39.1645;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;100;32768;39.1444;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;100;32768;39.161;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;100;32768;39.1788;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;100;32768;39.1268;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;100;32768;39.1367;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;100;32768;39.1924;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/sota-adder;100;32768;39.1927;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;10000;2048;119.201;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;10000;2048;119.199;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;10000;2048;119.132;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;10000;2048;119.095;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;10000;2048;119.036;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;10000;2048;119.032;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;10000;2048;118.998;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;10000;2048;119.015;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;10000;2048;119.003;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;10000;2048;118.986;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/popc-bitwise-macro;1000;4096;33.8204;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;4096;33.8518;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;4096;33.7476;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;4096;33.8435;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;4096;33.7686;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;4096;33.7705;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;4096;33.795;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;4096;33.7689;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;4096;33.7804;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;4096;33.8167;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/popc-bitwise-macro;1000;8192;120.304;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;1000;8192;116.588;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;1000;8192;116.615;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;1000;8192;116.62;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;1000;8192;116.603;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;1000;8192;116.6;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;1000;8192;116.604;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;1000;8192;116.606;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;1000;8192;116.618;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;1000;8192;116.604;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/popc-bitwise-macro;100;16384;55.19;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;16384;55.1981;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;16384;55.2165;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;16384;55.2103;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;16384;55.2265;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;16384;55.2;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;16384;55.2104;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;16384;55.2007;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;16384;55.1961;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;16384;55.196;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/popc-bitwise-macro;100;32768;204.812;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;100;32768;206.384;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;100;32768;201.383;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;100;32768;209.569;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;100;32768;205.006;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;100;32768;200.118;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;100;32768;207.625;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;100;32768;211.727;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;100;32768;209.124;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/popc-bitwise-macro;100;32768;198.289;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/tiled-bitwise-macro;10000;2048;77.3553;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;10000;2048;77.308;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;10000;2048;77.288;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;10000;2048;77.27;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;10000;2048;77.2551;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;10000;2048;77.2328;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;10000;2048;77.2561;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;10000;2048;77.2518;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;10000;2048;77.2559;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;10000;2048;77.2612;15435-15464-14658-15267-15188-15107-14944-15355;42
reference/tiled-bitwise-macro;1000;4096;22.2455;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;4096;22.2546;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;4096;22.2559;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;4096;22.2531;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;4096;22.2503;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;4096;22.2545;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;4096;22.2536;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;4096;22.2488;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;4096;22.2571;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;4096;22.2532;89035-90350-90034-91756-94165-89991-92465-86116;42
reference/tiled-bitwise-macro;1000;8192;73.4157;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;1000;8192;73.4147;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;1000;8192;73.4153;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;1000;8192;73.4099;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;1000;8192;73.4046;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;1000;8192;73.402;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;1000;8192;73.4254;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;1000;8192;73.413;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;1000;8192;80.9324;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;1000;8192;80.9485;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;100;16384;31.0578;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0563;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0542;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.054;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0569;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0548;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0531;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0564;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0588;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.049;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;32768;120.108;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/tiled-bitwise-macro;100;32768;122.293;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/tiled-bitwise-macro;100;32768;122.963;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42